"Class","apaac_0","apaac_1","apaac_2","apaac_3","apaac_4","apaac_5","apaac_6","apaac_7","apaac_8","apaac_9","apaac_10","apaac_11","apaac_12","apaac_13","apaac_14","apaac_15","apaac_16","apaac_17","apaac_18","apaac_19","apaac_20","apaac_21","apaac_22","apaac_23","apaac_24","apaac_25"
1,0.075,0,0.064,0.191,0.017,0.029,0.023,0.046,0.069,0.11,0.029,0.04,0.017,0.064,0.046,0.058,0.035,0.098,0.006,0.017,-0.006,0.014,0.002,-0.028,-0.009,-0.007
1,0.084,0,0.065,0.102,0,0.084,0,0.065,0.084,0.065,0.009,0.028,0.047,0.019,0.028,0.037,0.065,0.102,0.009,0.037,0.009,0.011,0.014,0.014,0.011,0.01
1,0.132,0,0.053,0.097,0.012,0.097,0.004,0.051,0.071,0.097,0.012,0.026,0.028,0.025,0.039,0.044,0.058,0.094,0.002,0.012,0.002,0.009,0.025,-0.009,-0.005,0.023
1,0.108,0,0.068,0.084,0.016,0.084,0.007,0.068,0.068,0.073,0.027,0.041,0.029,0.036,0.034,0.047,0.079,0.09,0.002,0.009,0.003,0.006,0.021,-0.01,-0.008,0.018
1,0.108,0,0.085,0.078,0.027,0.077,0.005,0.063,0.085,0.072,0.019,0.033,0.03,0.045,0.025,0.055,0.064,0.074,0,0.011,0.005,0.005,0.018,-0.002,0.005,0.015
1,0.102,0,0.076,0.078,0.018,0.088,0.012,0.056,0.059,0.069,0.014,0.03,0.035,0.043,0.05,0.052,0.066,0.087,0.005,0.012,0.005,0.006,0.019,-0.004,0.005,0.017
1,0.136,0,0.055,0.095,0.04,0.055,0.045,0.07,0.045,0.095,0.02,0.07,0.045,0.03,0.02,0.035,0.045,0.045,0.025,0.04,-0.006,-0.006,0.001,-0.003,-0.004,0.004
1,0.06,0,0.03,0.105,0.09,0.135,0.03,0.045,0.06,0.03,0.015,0.03,0.06,0.06,0.03,0.045,0.075,0.075,0.015,0.015,-0.019,-0.008,0.002,-0.002,0.004,0.015
1,0.061,0,0.092,0.076,0.092,0.122,0.015,0.031,0.076,0.015,0.015,0.061,0.031,0.061,0.015,0.046,0.076,0.092,0.015,0.015,-0.008,0.018,-0.005,-0.008,-0.004,-0.003
1,0.155,0,0.044,0.073,0.018,0.111,0.009,0.05,0.044,0.067,0.006,0.018,0.041,0.026,0.032,0.05,0.047,0.123,0,0.018,0.003,0.001,0.037,0.005,-0.006,0.028
1,0.117,0.004,0.081,0.073,0.012,0.085,0.02,0.04,0.06,0.117,0.016,0.024,0.056,0.028,0.06,0.032,0.044,0.06,0.02,0.044,0.001,0,0.015,-0.011,-0.009,0.008
1,0.084,0.004,0.053,0.062,0.009,0.076,0.04,0.053,0.04,0.098,0.022,0.031,0.04,0.053,0.08,0.036,0.067,0.076,0.022,0.053,0.001,-0.001,0.004,-0.005,-0.01,0.011
1,0.138,0.003,0.063,0.049,0.017,0.129,0.02,0.037,0.026,0.092,0.011,0.003,0.057,0.011,0.054,0.037,0.057,0.118,0.006,0.023,-0.001,-0.006,0.028,0.002,-0.003,0.028
-1,0.079,0.007,0.053,0.099,0.053,0.059,0.033,0.072,0.053,0.118,0.033,0.046,0.033,0.053,0.02,0.059,0.026,0.053,0,0.013,0.006,0.011,0.011,0.009,-0.002,0.005
-1,0.052,0.002,0.065,0.082,0.039,0.041,0.022,0.093,0.113,0.098,0.017,0.076,0.03,0.041,0.037,0.063,0.041,0.022,0.017,0.063,-0.002,0.002,-0.004,-0.006,-0.003,0
-1,0.038,0,0.038,0.09,0.026,0.026,0,0.128,0.128,0.077,0.013,0.09,0.051,0,0.077,0.064,0.051,0.064,0,0.038,-0.058,-0.036,-0.008,0.053,0.044,0.004
-1,0.051,0.013,0.062,0.066,0.049,0.04,0.023,0.119,0.102,0.102,0.019,0.079,0.03,0.036,0.032,0.057,0.047,0.038,0.011,0.049,0,0.002,-0.002,-0.012,-0.01,-0.003
-1,0.077,0.005,0.063,0.096,0.042,0.086,0.02,0.052,0.069,0.076,0.027,0.05,0.03,0.035,0.042,0.049,0.051,0.096,0.009,0.025,-0.003,0.003,0.01,-0.012,-0.011,0.012
-1,0.07,0,0.047,0.109,0.035,0.062,0.008,0.089,0.058,0.117,0.027,0.062,0.019,0.035,0.058,0.074,0.043,0.066,0,0.023,0.004,0.006,0.005,-0.014,-0.009,0.004
-1,0.091,0.002,0.084,0.068,0.04,0.073,0.021,0.038,0.061,0.094,0.028,0.023,0.04,0.045,0.056,0.038,0.066,0.073,0.002,0.056,-0.008,-0.006,0.006,-0.003,-0.008,0.02
-1,0.07,0.004,0.079,0.084,0.048,0.055,0.033,0.086,0.066,0.066,0.022,0.07,0.035,0.037,0.053,0.051,0.04,0.066,0.011,0.048,-0.007,-0.003,0,-0.012,-0.007,0.002
-1,0.095,0,0.055,0.074,0.034,0.084,0.029,0.076,0.071,0.113,0.016,0.029,0.032,0.029,0.018,0.079,0.066,0.066,0.003,0.032,0.003,-0.002,0.016,-0.01,-0.014,0.008
-1,0.075,0.006,0.06,0.108,0.046,0.066,0.025,0.056,0.07,0.099,0.021,0.021,0.048,0.056,0.06,0.041,0.037,0.064,0.012,0.041,-0.004,0.007,-0.005,-0.01,0,-0.001
-1,0.136,0.006,0.062,0.078,0.019,0.078,0.032,0.058,0.055,0.123,0.026,0.019,0.036,0.036,0.058,0.039,0.036,0.039,0,0.026,-0.005,0.002,0.014,-0.001,0.005,0.019
-1,0.079,0.007,0.065,0.082,0.039,0.076,0.02,0.069,0.081,0.058,0.032,0.03,0.042,0.033,0.043,0.058,0.063,0.085,0.004,0.032,-0.004,-0.002,0.005,0,-0.001,0.003
-1,0.051,0.008,0.062,0.072,0.047,0.041,0.027,0.091,0.095,0.122,0.014,0.08,0.039,0.041,0.035,0.056,0.033,0.045,0.012,0.054,0,0.004,-0.005,-0.01,-0.011,-0.003
-1,0.065,0.003,0.047,0.062,0.058,0.055,0.025,0.053,0.079,0.106,0.02,0.06,0.047,0.054,0.031,0.038,0.069,0.064,0.023,0.039,0.005,0.004,-0.001,-0.006,-0.006,0.007
-1,0.036,0.002,0.053,0.078,0.053,0.056,0.015,0.092,0.099,0.145,0.017,0.061,0.031,0.039,0.046,0.061,0.044,0.036,0.007,0.046,0,0,0.007,-0.016,-0.011,0.003
-1,0.033,0.024,0.066,0.066,0.047,0.038,0.028,0.094,0.094,0.094,0.009,0.066,0.038,0.033,0.047,0.057,0.047,0.066,0.005,0.057,0.004,0.003,0.006,-0.012,-0.016,0.006
-1,0.055,0.007,0.09,0.09,0.021,0.028,0.035,0.118,0.104,0.104,0.035,0.055,0.014,0.035,0.035,0.041,0.041,0.069,0,0.055,-0.004,0,-0.002,-0.015,-0.004,-0.005
-1,0.065,0.005,0.07,0.079,0.051,0.06,0.016,0.058,0.074,0.091,0.021,0.037,0.037,0.047,0.058,0.054,0.054,0.074,0.002,0.044,0,0,0.006,-0.01,-0.002,0.008
-1,0.086,0,0.058,0.088,0.024,0.066,0.018,0.064,0.09,0.053,0.016,0.054,0.034,0.043,0.057,0.047,0.059,0.082,0.002,0.009,0,0.011,0.008,0.006,0.01,0.012
-1,0.039,0.002,0.068,0.081,0.1,0.049,0.01,0.086,0.122,0.108,0.007,0.093,0.027,0.046,0.037,0.051,0.024,0.039,0.005,0.032,-0.002,-0.006,0.004,-0.012,-0.013,0.002
-1,0.066,0.011,0.066,0.083,0.044,0.044,0.022,0.088,0.133,0.061,0.044,0.044,0.033,0.039,0.083,0.033,0.011,0.066,0,0.022,-0.012,0.005,0.001,0.004,0.011,-0.004
-1,0.074,0,0.079,0.04,0.045,0.04,0.006,0.096,0.113,0.119,0.023,0.034,0.057,0.034,0.028,0.062,0.045,0.079,0,0.034,0.003,-0.01,-0.002,-0.005,-0.006,0.013
-1,0.086,0.002,0.06,0.095,0.044,0.079,0.022,0.061,0.07,0.09,0.022,0.04,0.035,0.038,0.037,0.055,0.055,0.082,0.009,0.024,-0.005,-0.001,0.01,-0.013,-0.009,0.009
-1,0.056,0.01,0.073,0.1,0.061,0.078,0.012,0.062,0.081,0.101,0.035,0.037,0.04,0.03,0.056,0.037,0.047,0.059,0.007,0.025,-0.007,0,0,-0.007,-0.001,0.007
-1,0.07,0.012,0.07,0.104,0.039,0.058,0.012,0.06,0.072,0.077,0.03,0.049,0.044,0.032,0.063,0.046,0.063,0.058,0.009,0.026,-0.006,0.003,0.004,-0.004,0.006,0.005
-1,0.072,0.006,0.087,0.048,0.036,0.066,0.012,0.078,0.096,0.078,0.033,0.039,0.045,0.048,0.042,0.048,0.048,0.063,0.003,0.039,-0.001,0.003,0.006,0.004,0.002,0.002
-1,0.061,0.005,0.067,0.108,0.038,0.063,0.025,0.06,0.074,0.086,0.032,0.029,0.044,0.037,0.051,0.044,0.054,0.062,0.031,0.043,-0.004,0.002,0,-0.009,-0.005,0.004
-1,0.058,0.006,0.072,0.114,0.028,0.061,0.028,0.053,0.064,0.1,0.033,0.044,0.025,0.047,0.067,0.067,0.055,0.05,0.011,0.033,-0.016,-0.01,-0.006,0.003,0.008,0.006
-1,0.085,0.005,0.08,0.033,0.038,0.066,0.047,0.099,0.038,0.085,0.014,0.057,0.066,0.047,0.028,0.047,0.066,0.066,0.005,0.028,-0.005,-0.004,0.013,-0.011,-0.001,0.008
-1,0.049,0.006,0.046,0.064,0.034,0.049,0.015,0.073,0.122,0.119,0.024,0.085,0.037,0.04,0.021,0.064,0.07,0.052,0.003,0.04,0.001,0.006,0.007,-0.015,-0.012,0.002
-1,0.094,0.005,0.073,0.089,0.066,0.06,0.023,0.055,0.069,0.066,0.023,0.06,0.025,0.037,0.046,0.055,0.055,0.073,0.016,0.037,-0.012,-0.006,0.005,-0.015,-0.005,0.005
-1,0.074,0.004,0.065,0.05,0.035,0.037,0.024,0.089,0.089,0.109,0.017,0.102,0.019,0.05,0.028,0.043,0.057,0.048,0.011,0.068,-0.007,-0.005,-0.002,-0.005,0,0.002
-1,0.043,0.012,0.067,0.1,0.024,0.063,0.014,0.096,0.09,0.084,0.023,0.065,0.036,0.018,0.042,0.058,0.054,0.095,0.004,0.027,-0.008,-0.003,0.004,-0.01,0.001,0.004
-1,0.061,0.008,0.042,0.103,0.039,0.039,0.019,0.072,0.097,0.103,0.011,0.072,0.031,0.055,0.042,0.058,0.05,0.075,0.006,0.014,-0.015,-0.004,0.008,0.003,0.005,0.008
-1,0.084,0,0.045,0.09,0.028,0.079,0.019,0.042,0.04,0.13,0.012,0.017,0.045,0.039,0.088,0.048,0.051,0.091,0.012,0.022,-0.002,0.005,0.012,-0.003,-0.006,0.012
-1,0.076,0,0.084,0.114,0.016,0.06,0.016,0.057,0.065,0.082,0.033,0.043,0.024,0.033,0.076,0.046,0.057,0.054,0.003,0.033,-0.011,0.006,0.008,0.005,0.005,0.014
-1,0.137,0.012,0.054,0.056,0.024,0.112,0.015,0.049,0.051,0.078,0.034,0.032,0.034,0.032,0.049,0.046,0.034,0.088,0.01,0.012,0.004,0.005,0.021,-0.005,-0.002,0.018
-1,0.085,0.005,0.055,0.089,0.031,0.069,0.013,0.073,0.058,0.089,0.023,0.04,0.035,0.033,0.039,0.064,0.075,0.095,0.005,0.029,-0.003,-0.003,0.007,-0.009,-0.007,0.01
-1,0.099,0.01,0.061,0.096,0.038,0.051,0.003,0.068,0.14,0.058,0.027,0.048,0.014,0.044,0.027,0.061,0.038,0.099,0.007,0.007,0,0.01,0.003,-0.012,-0.006,0.006
-1,0.082,0.009,0.044,0.082,0.026,0.067,0.009,0.076,0.07,0.088,0.026,0.044,0.038,0.067,0.047,0.05,0.053,0.067,0.003,0.035,0.005,0.004,0.008,-0.002,-0.005,0.007
-1,0.048,0.007,0.07,0.07,0.065,0.046,0.022,0.07,0.065,0.099,0.027,0.056,0.027,0.036,0.039,0.08,0.061,0.051,0.005,0.056,0.008,0.01,0,-0.013,-0.011,0.004
-1,0.039,0.004,0.057,0.092,0.071,0.028,0.039,0.074,0.088,0.155,0.021,0.078,0.025,0.032,0.032,0.092,0.028,0.035,0,0.039,-0.006,0.003,0.001,-0.015,-0.01,0
-1,0.053,0.005,0.044,0.068,0.048,0.048,0.015,0.068,0.116,0.097,0.015,0.039,0.039,0.048,0.068,0.048,0.048,0.077,0.005,0.024,0.018,0.009,-0.004,0.002,0.003,-0.001
-1,0.041,0.007,0.059,0.081,0.072,0.05,0.005,0.093,0.098,0.083,0.022,0.069,0.035,0.033,0.043,0.06,0.041,0.062,0.005,0.04,-0.001,-0.001,0.002,-0.008,0.001,0.006
-1,0.054,0.018,0.063,0.093,0.054,0.072,0.018,0.072,0.11,0.075,0.045,0.033,0.048,0.039,0.039,0.039,0.051,0.072,0.003,0.024,-0.012,0,-0.008,-0.01,0.002,0.011
-1,0.128,0.01,0.052,0.1,0.028,0.045,0.01,0.083,0.107,0.087,0.021,0.083,0.017,0.031,0.038,0.024,0.028,0.08,0.007,0.028,0.002,0.006,0.002,-0.013,-0.009,0.004
-1,0.092,0.012,0.05,0.053,0.024,0.047,0.027,0.065,0.077,0.083,0.015,0.05,0.033,0.027,0.047,0.083,0.05,0.122,0.006,0.036,-0.004,0,0.005,-0.01,-0.002,0.012
-1,0.04,0,0.066,0.066,0.04,0.079,0.026,0.079,0.106,0.145,0.04,0.053,0.04,0.04,0.092,0.013,0.013,0.079,0,0.013,-0.031,-0.03,-0.001,0.021,0.012,-0.001
-1,0.087,0.003,0.076,0.069,0.043,0.064,0.023,0.06,0.066,0.088,0.037,0.029,0.046,0.034,0.038,0.055,0.049,0.085,0.017,0.047,-0.003,0.003,0.004,-0.011,-0.01,0.003
-1,0.052,0.006,0.072,0.087,0.07,0.056,0.023,0.072,0.07,0.081,0.035,0.05,0.035,0.044,0.043,0.046,0.054,0.073,0.012,0.027,-0.001,0,0.006,-0.009,-0.004,0.001
-1,0.091,0,0.069,0.08,0.036,0.055,0.018,0.062,0.062,0.087,0.015,0.047,0.044,0.029,0.055,0.062,0.087,0.044,0.025,0.033,0.003,-0.002,0.005,-0.005,0.005,-0.006
-1,0.077,0.004,0.059,0.119,0.025,0.06,0.011,0.082,0.112,0.068,0.025,0.04,0.033,0.026,0.041,0.034,0.041,0.094,0.001,0.015,-0.005,0.011,0.004,0.005,0.01,0.007
-1,0.035,0.007,0.057,0.071,0.067,0.057,0.028,0.071,0.099,0.099,0.018,0.06,0.046,0.05,0.032,0.046,0.053,0.06,0.025,0.042,-0.008,-0.01,-0.004,0,0.001,-0.001
-1,0.083,0.007,0.083,0.085,0.06,0.067,0.025,0.074,0.076,0.06,0.028,0.06,0.023,0.03,0.039,0.048,0.055,0.074,0.016,0.037,-0.013,-0.007,0.001,-0.008,-0.01,0.006
-1,0.063,0.012,0.09,0.098,0.027,0.086,0.027,0.055,0.067,0.149,0.012,0.02,0.043,0.012,0.063,0.043,0.035,0.051,0.016,0.059,-0.007,0,0,-0.008,-0.01,0
-1,0.045,0.013,0.05,0.061,0.081,0.05,0.025,0.093,0.111,0.122,0.016,0.065,0.03,0.054,0.039,0.052,0.034,0.038,0.009,0.023,-0.005,0.004,0.004,-0.007,-0.008,0
-1,0.042,0,0.076,0.09,0.042,0.055,0.035,0.118,0.069,0.083,0.014,0.062,0.014,0,0.042,0.069,0.042,0.021,0.021,0.069,-0.009,0.015,0.002,0.011,0.015,0.003
-1,0.102,0.002,0.093,0.068,0.054,0.077,0.032,0.047,0.068,0.081,0.025,0.045,0.034,0.038,0.038,0.047,0.047,0.047,0.016,0.052,-0.004,-0.008,0.012,-0.008,-0.003,-0.004
-1,0.052,0.015,0.06,0.048,0.068,0.031,0.021,0.089,0.095,0.126,0.017,0.083,0.015,0.052,0.029,0.073,0.048,0.056,0.014,0.044,-0.006,0,-0.003,-0.013,-0.009,-0.006
-1,0.074,0.006,0.064,0.096,0.034,0.07,0.026,0.068,0.08,0.082,0.034,0.032,0.038,0.044,0.05,0.05,0.05,0.05,0.014,0.038,0.001,0.004,-0.001,-0.008,0.001,0.007
-1,0.088,0.004,0.08,0.082,0.058,0.064,0.018,0.052,0.05,0.084,0.03,0.038,0.038,0.032,0.05,0.058,0.048,0.054,0.03,0.052,-0.001,-0.005,0.005,-0.006,-0.013,0.006
-1,0.042,0.011,0.067,0.097,0.044,0.067,0.034,0.082,0.093,0.103,0.023,0.057,0.044,0.017,0.036,0.057,0.05,0.042,0.011,0.05,-0.004,-0.003,-0.001,-0.008,-0.01,-0.001
-1,0.057,0.015,0.05,0.074,0.074,0.045,0.005,0.065,0.094,0.132,0.01,0.077,0.032,0.045,0.045,0.042,0.052,0.055,0.022,0.037,-0.001,-0.002,-0.003,-0.018,-0.011,0.007
-1,0.08,0,0.068,0.056,0.037,0.037,0.025,0.093,0.068,0.074,0.037,0.037,0.031,0.037,0.068,0.086,0.049,0.111,0.006,0.006,-0.009,-0.005,0.019,-0.012,-0.009,0.009
-1,0.084,0.002,0.092,0.064,0.057,0.075,0.017,0.052,0.057,0.087,0.027,0.035,0.044,0.05,0.057,0.04,0.05,0.062,0.01,0.04,-0.004,-0.002,0.003,-0.004,-0.003,0.011
-1,0.038,0.024,0.06,0.05,0.072,0.04,0.026,0.096,0.088,0.108,0.016,0.076,0.026,0.044,0.038,0.058,0.054,0.05,0.022,0.038,0,0,-0.004,-0.016,-0.007,-0.002
-1,0.072,0.02,0.064,0.035,0.041,0.11,0.02,0.093,0.061,0.067,0.006,0.069,0.017,0.026,0.014,0.049,0.067,0.078,0.006,0.035,-0.002,-0.002,0.031,0.003,-0.001,0.022
-1,0.065,0.006,0.094,0.049,0.062,0.058,0.062,0.049,0.065,0.114,0.019,0.026,0.062,0.042,0.039,0.042,0.052,0.052,0.023,0.045,-0.001,-0.003,-0.009,-0.003,-0.008,-0.003
-1,0.04,0.018,0.075,0.075,0.049,0.057,0.035,0.093,0.08,0.093,0.013,0.04,0.031,0.04,0.062,0.027,0.044,0.062,0.009,0.031,0.015,0.01,-0.007,0.003,0.001,0.006
-1,0.093,0.007,0.082,0.059,0.023,0.065,0.031,0.061,0.047,0.096,0.027,0.03,0.049,0.036,0.041,0.047,0.076,0.084,0.007,0.028,-0.003,-0.001,0.009,-0.002,-0.005,0.011
-1,0.059,0.012,0.075,0.09,0.039,0.059,0.02,0.071,0.047,0.079,0.024,0.047,0.028,0.047,0.059,0.059,0.024,0.079,0.024,0.051,0,-0.001,-0.002,0.001,0.013,-0.002
-1,0.052,0,0.082,0.094,0.054,0.073,0.016,0.054,0.061,0.087,0.021,0.054,0.035,0.04,0.064,0.056,0.042,0.075,0.005,0.04,-0.003,0.002,0.008,-0.011,-0.008,0.005
-1,0.063,0.007,0.078,0.079,0.044,0.06,0.03,0.061,0.075,0.081,0.021,0.045,0.042,0.033,0.044,0.055,0.057,0.075,0.02,0.042,-0.002,0.002,-0.001,-0.007,-0.005,0
-1,0.065,0.005,0.038,0.102,0.065,0.059,0.005,0.043,0.076,0.054,0.038,0.054,0.038,0.043,0.032,0.038,0.092,0.108,0,0.049,-0.018,-0.008,0.01,-0.001,0.002,0.012
-1,0.072,0.008,0.045,0.062,0.031,0.087,0.027,0.056,0.08,0.097,0.029,0.029,0.043,0.039,0.031,0.072,0.062,0.068,0.006,0.025,0.006,0.006,0.014,-0.006,-0.002,0.013
-1,0.081,0,0.012,0.046,0.023,0.081,0.046,0.058,0.058,0.023,0.023,0.035,0.012,0.035,0.127,0.093,0.104,0.023,0.023,0.012,0.023,0.008,0.002,0.034,0.007,0.012
-1,0.064,0.008,0.051,0.117,0.031,0.07,0.012,0.074,0.082,0.105,0.027,0.04,0.048,0.014,0.056,0.049,0.045,0.102,0.005,0.03,-0.011,0.001,0.002,-0.013,-0.009,-0.001
-1,0.045,0.018,0.072,0.036,0.072,0.042,0.024,0.084,0.087,0.111,0.021,0.081,0.024,0.039,0.03,0.078,0.093,0.03,0.015,0.021,-0.01,-0.012,0.007,-0.011,-0.007,0.009
-1,0.045,0.006,0.063,0.098,0.043,0.072,0.016,0.085,0.098,0.095,0.032,0.029,0.042,0.024,0.043,0.052,0.053,0.061,0.019,0.048,-0.002,0.006,-0.003,-0.015,-0.012,-0.002
-1,0.047,0.003,0.047,0.118,0.022,0.052,0.019,0.077,0.102,0.088,0.03,0.063,0.025,0.025,0.047,0.074,0.047,0.063,0.005,0.033,-0.008,0.001,0.003,0.001,0.008,0.008
-1,0.038,0,0.076,0.085,0.028,0.052,0.014,0.08,0.175,0.099,0.009,0.052,0.028,0.047,0.052,0.019,0.033,0.028,0,0.024,0.009,0.022,-0.007,0.014,0.022,0.001
-1,0.055,0.006,0.059,0.087,0.057,0.034,0.015,0.093,0.08,0.11,0.021,0.076,0.028,0.059,0.047,0.055,0.038,0.055,0.006,0.04,-0.005,-0.008,0.004,-0.012,0,-0.002
-1,0.081,0.009,0.062,0.062,0.022,0.144,0.037,0.094,0.056,0.069,0.016,0.025,0.022,0.028,0.059,0.037,0.059,0.081,0.003,0.028,0.007,-0.003,0.012,-0.013,-0.006,0.007
-1,0.074,0.006,0.074,0.1,0.054,0.063,0.015,0.08,0.093,0.071,0.026,0.056,0.028,0.028,0.05,0.043,0.048,0.045,0.013,0.041,-0.004,0.008,0,-0.01,-0.009,0.007
-1,0.054,0.01,0.058,0.071,0.066,0.046,0.015,0.102,0.114,0.085,0.021,0.077,0.046,0.027,0.029,0.066,0.048,0.042,0.008,0.027,0.002,0.003,-0.003,-0.008,-0.008,0.003
-1,0.058,0.011,0.065,0.046,0.044,0.026,0.022,0.108,0.093,0.119,0.012,0.118,0.025,0.038,0.02,0.06,0.045,0.063,0.004,0.044,-0.005,-0.011,0.001,-0.008,-0.002,0.004
-1,0.113,0.006,0.081,0.064,0.051,0.058,0.024,0.058,0.062,0.062,0.017,0.047,0.034,0.047,0.049,0.03,0.079,0.071,0.011,0.041,-0.005,0.004,0.007,-0.009,-0.005,0.002
-1,0.117,0,0.063,0.08,0.03,0.063,0.02,0.07,0.05,0.073,0.053,0.067,0.03,0.03,0.053,0.043,0.047,0.083,0,0.033,0,0.002,0.009,-0.017,-0.005,0.004
-1,0.092,0.003,0.076,0.07,0.024,0.083,0.024,0.067,0.076,0.07,0.037,0.034,0.049,0.028,0.028,0.052,0.046,0.095,0.012,0.021,0.002,-0.001,0.007,-0.005,-0.002,0.011
-1,0.124,0.003,0.038,0.117,0.045,0.048,0.007,0.062,0.11,0.097,0.038,0.062,0.017,0.034,0.031,0.072,0.034,0.052,0.003,0.017,-0.001,-0.004,0.006,-0.011,-0.006,0.003
-1,0.084,0,0.058,0.074,0.053,0.047,0.005,0.074,0.142,0.069,0.032,0.032,0.032,0.069,0.058,0.026,0.042,0.069,0,0.011,-0.015,-0.007,-0.002,0.02,0.022,0.006
-1,0.058,0.006,0.055,0.104,0.051,0.07,0.021,0.079,0.083,0.087,0.023,0.03,0.038,0.03,0.066,0.047,0.058,0.06,0.011,0.047,-0.002,0.006,-0.003,-0.018,-0.008,0
-1,0.073,0.011,0.067,0.103,0.042,0.059,0.022,0.075,0.078,0.087,0.023,0.045,0.041,0.028,0.058,0.044,0.044,0.053,0.009,0.041,-0.002,0.007,0,-0.009,0.004,-0.003
-1,0.033,0.011,0.064,0.064,0.056,0.03,0.021,0.1,0.105,0.114,0.021,0.092,0.029,0.034,0.028,0.044,0.057,0.046,0.023,0.047,-0.001,0,0,-0.009,-0.012,0.002
-1,0.062,0.008,0.061,0.098,0.048,0.072,0.037,0.064,0.067,0.096,0.027,0.032,0.035,0.056,0.064,0.053,0.026,0.069,0.008,0.038,-0.013,0,0,-0.009,-0.001,0
-1,0.1,0,0.075,0.093,0.064,0.039,0.016,0.056,0.09,0.097,0.018,0.054,0.041,0.033,0.028,0.069,0.052,0.043,0.021,0.036,-0.008,-0.001,0.002,-0.007,-0.011,0
-1,0.058,0.001,0.048,0.104,0.04,0.047,0.01,0.098,0.108,0.114,0.009,0.07,0.011,0.057,0.032,0.073,0.051,0.05,0.001,0.015,-0.008,-0.003,0.008,-0.002,0.002,0.008
-1,0.074,0.006,0.078,0.098,0.024,0.066,0.017,0.092,0.105,0.055,0.025,0.034,0.024,0.021,0.035,0.057,0.049,0.094,0.003,0.014,-0.01,0.006,0.006,0.006,0.014,0.009
-1,0.029,0,0.082,0.091,0.031,0.067,0.02,0.062,0.076,0.069,0.044,0.051,0.058,0.025,0.06,0.051,0.042,0.062,0.031,0.071,-0.006,-0.002,0.003,-0.008,-0.007,-0.001
-1,0.087,0.003,0.052,0.107,0.045,0.061,0.019,0.059,0.065,0.108,0.014,0.027,0.036,0.053,0.048,0.049,0.04,0.091,0.006,0.03,0,0.005,0.007,-0.012,-0.009,0.007
-1,0.06,0.002,0.062,0.095,0.062,0.075,0.014,0.064,0.064,0.077,0.035,0.045,0.041,0.05,0.05,0.05,0.056,0.068,0.008,0.037,-0.001,0.004,0.005,-0.011,-0.008,-0.002
-1,0.056,0.006,0.063,0.092,0.038,0.061,0.021,0.073,0.064,0.093,0.025,0.051,0.044,0.05,0.04,0.05,0.05,0.094,0.008,0.038,-0.005,-0.002,0.005,-0.013,-0.005,0.002
-1,0.078,0.002,0.055,0.075,0.027,0.077,0.019,0.066,0.073,0.055,0.023,0.09,0.034,0.061,0.055,0.035,0.058,0.075,0.001,0.011,0.003,0.001,0.009,0.008,0.003,0.007
-1,0.049,0.024,0.054,0.051,0.049,0.073,0.024,0.078,0.07,0.103,0.011,0.073,0.032,0.049,0.027,0.081,0.051,0.087,0.014,0.035,-0.001,-0.007,-0.004,-0.019,-0.008,0.003
-1,0.087,0.005,0.08,0.087,0.04,0.061,0.016,0.063,0.063,0.089,0.023,0.04,0.04,0.042,0.066,0.047,0.054,0.049,0.009,0.037,-0.008,-0.006,0.007,-0.004,0.005,0.007
-1,0.16,0,0.057,0.034,0.023,0.057,0.011,0.148,0.091,0.046,0.046,0.057,0.011,0.068,0.011,0.068,0.08,0.034,0,0,-0.008,0,0.005,-0.001,-0.001,0
-1,0.044,0.018,0.073,0.059,0.085,0.035,0.035,0.085,0.085,0.088,0.032,0.064,0.035,0.05,0.032,0.044,0.056,0.061,0.012,0.029,-0.004,-0.005,0.008,-0.014,-0.012,0.007
-1,0.057,0.012,0.052,0.04,0.048,0.045,0.043,0.081,0.098,0.124,0.017,0.06,0.036,0.081,0.029,0.05,0.043,0.067,0.026,0.033,-0.005,-0.006,-0.002,-0.019,-0.007,0
-1,0.063,0.002,0.058,0.086,0.047,0.072,0.012,0.068,0.077,0.1,0.014,0.049,0.023,0.047,0.047,0.065,0.058,0.049,0.012,0.035,0.003,0.01,0.008,-0.006,0.003,0
-1,0.058,0.004,0.069,0.066,0.058,0.062,0.015,0.08,0.08,0.084,0.025,0.066,0.04,0.062,0.036,0.029,0.051,0.055,0.022,0.055,0.002,-0.004,0.002,-0.011,-0.002,-0.003
-1,0.058,0.005,0.068,0.056,0.054,0.04,0.026,0.079,0.083,0.104,0.02,0.093,0.036,0.05,0.029,0.045,0.039,0.048,0.023,0.054,-0.001,-0.001,-0.001,-0.006,-0.003,0.003
-1,0.092,0.009,0.037,0.083,0.028,0.097,0.042,0.097,0.055,0.065,0.014,0.032,0.069,0.037,0.037,0.046,0.051,0.069,0.009,0.023,-0.002,0.008,0.025,-0.016,-0.01,0.002
-1,0.094,0,0.073,0.094,0.042,0.062,0.022,0.061,0.066,0.105,0.026,0.046,0.028,0.028,0.055,0.057,0.042,0.07,0.006,0.046,-0.009,-0.002,0.002,-0.01,-0.003,0
-1,0.074,0.004,0.089,0.096,0.056,0.054,0.026,0.072,0.069,0.089,0.022,0.054,0.026,0.033,0.059,0.037,0.059,0.054,0.011,0.039,-0.011,0.006,0.001,-0.011,-0.009,0.002
