"Class","apaac_0","apaac_1","apaac_2","apaac_3","apaac_4","apaac_5","apaac_6","apaac_7","apaac_8","apaac_9","apaac_10","apaac_11","apaac_12","apaac_13","apaac_14","apaac_15","apaac_16","apaac_17","apaac_18","apaac_19","apaac_20","apaac_21","apaac_22","apaac_23","apaac_24","apaac_25"
1,0.075,0,0.064,0.191,0.017,0.029,0.023,0.046,0.069,0.11,0.029,0.04,0.017,0.064,0.046,0.058,0.035,0.098,0.006,0.017,-0.006,0.014,0.002,-0.028,-0.009,-0.007
1,0.084,0,0.065,0.102,0,0.084,0,0.065,0.084,0.065,0.009,0.028,0.047,0.019,0.028,0.037,0.065,0.102,0.009,0.037,0.009,0.011,0.014,0.014,0.011,0.01
1,0.132,0,0.053,0.097,0.012,0.097,0.004,0.051,0.071,0.097,0.012,0.026,0.028,0.025,0.039,0.044,0.058,0.094,0.002,0.012,0.002,0.009,0.025,-0.009,-0.005,0.023
1,0.108,0,0.068,0.084,0.016,0.084,0.007,0.068,0.068,0.073,0.027,0.041,0.029,0.036,0.034,0.047,0.079,0.09,0.002,0.009,0.003,0.006,0.021,-0.01,-0.008,0.018
1,0.108,0,0.085,0.078,0.027,0.077,0.005,0.063,0.085,0.072,0.019,0.033,0.03,0.045,0.025,0.055,0.064,0.074,0,0.011,0.005,0.005,0.018,-0.002,0.005,0.015
1,0.102,0,0.076,0.078,0.018,0.088,0.012,0.056,0.059,0.069,0.014,0.03,0.035,0.043,0.05,0.052,0.066,0.087,0.005,0.012,0.005,0.006,0.019,-0.004,0.005,0.017
1,0.136,0,0.055,0.095,0.04,0.055,0.045,0.07,0.045,0.095,0.02,0.07,0.045,0.03,0.02,0.035,0.045,0.045,0.025,0.04,-0.006,-0.006,0.001,-0.003,-0.004,0.004
1,0.06,0,0.03,0.105,0.09,0.135,0.03,0.045,0.06,0.03,0.015,0.03,0.06,0.06,0.03,0.045,0.075,0.075,0.015,0.015,-0.019,-0.008,0.002,-0.002,0.004,0.015
1,0.061,0,0.092,0.076,0.092,0.122,0.015,0.031,0.076,0.015,0.015,0.061,0.031,0.061,0.015,0.046,0.076,0.092,0.015,0.015,-0.008,0.018,-0.005,-0.008,-0.004,-0.003
1,0.155,0,0.044,0.073,0.018,0.111,0.009,0.05,0.044,0.067,0.006,0.018,0.041,0.026,0.032,0.05,0.047,0.123,0,0.018,0.003,0.001,0.037,0.005,-0.006,0.028
1,0.117,0.004,0.081,0.073,0.012,0.085,0.02,0.04,0.06,0.117,0.016,0.024,0.056,0.028,0.06,0.032,0.044,0.06,0.02,0.044,0.001,0,0.015,-0.011,-0.009,0.008
1,0.084,0.004,0.053,0.062,0.009,0.076,0.04,0.053,0.04,0.098,0.022,0.031,0.04,0.053,0.08,0.036,0.067,0.076,0.022,0.053,0.001,-0.001,0.004,-0.005,-0.01,0.011
1,0.138,0.003,0.063,0.049,0.017,0.129,0.02,0.037,0.026,0.092,0.011,0.003,0.057,0.011,0.054,0.037,0.057,0.118,0.006,0.023,-0.001,-0.006,0.028,0.002,-0.003,0.028
-1,0.074,0.004,0.089,0.096,0.056,0.054,0.026,0.072,0.069,0.089,0.022,0.054,0.026,0.033,0.059,0.037,0.059,0.054,0.011,0.039,-0.011,0.006,0.001,-0.011,-0.009,0.002
-1,0.102,0.002,0.093,0.068,0.054,0.077,0.032,0.047,0.068,0.081,0.025,0.045,0.034,0.038,0.038,0.047,0.047,0.047,0.016,0.052,-0.004,-0.008,0.012,-0.008,-0.003,-0.004
-1,0.08,0,0.062,0.104,0.027,0.051,0.019,0.078,0.094,0.078,0.024,0.056,0.016,0.054,0.051,0.04,0.056,0.067,0.008,0.027,-0.014,-0.002,0.005,0.002,0.005,0.013
-1,0.077,0,0.057,0.077,0.041,0.045,0.029,0.114,0.077,0.081,0.033,0.086,0.029,0.049,0.033,0.024,0.065,0.041,0.004,0.041,-0.005,-0.002,0.003,-0.006,0,0.007
-1,0.072,0.007,0.045,0.035,0.058,0.035,0.028,0.048,0.09,0.11,0.013,0.059,0.051,0.066,0.029,0.058,0.075,0.077,0.024,0.03,0.003,-0.002,0.004,-0.011,-0.01,0.006
-1,0.079,0.007,0.053,0.099,0.053,0.059,0.033,0.072,0.053,0.118,0.033,0.046,0.033,0.053,0.02,0.059,0.026,0.053,0,0.013,0.006,0.011,0.011,0.009,-0.002,0.005
-1,0.032,0,0.043,0.102,0.027,0.08,0.011,0.102,0.113,0.059,0.027,0.07,0.032,0.048,0.016,0.048,0.07,0.08,0.005,0.038,-0.019,-0.013,0,0.012,0.012,0.005
-1,0.097,0.007,0.083,0.076,0.08,0.066,0.028,0.054,0.092,0.078,0.028,0.05,0.031,0.026,0.035,0.038,0.057,0.05,0.012,0.05,-0.012,-0.013,-0.002,-0.007,-0.003,-0.001
-1,0.133,0.01,0.048,0.105,0.019,0.076,0.048,0.048,0.057,0.124,0.057,0.019,0.01,0.019,0.038,0.067,0.048,0.048,0,0.029,0.01,0.005,-0.001,-0.013,-0.01,0.01
-1,0.084,0.012,0.068,0.062,0.034,0.093,0.019,0.062,0.065,0.077,0.019,0.025,0.034,0.046,0.043,0.04,0.062,0.096,0,0.056,0.003,0.004,0.006,-0.009,-0.005,0.003
-1,0.062,0.019,0.081,0.081,0.024,0.091,0.024,0.086,0.077,0.091,0.029,0.057,0.034,0.029,0.038,0.034,0.053,0.091,0,0.029,-0.006,-0.007,0.006,-0.018,-0.014,0.009
-1,0.074,0.008,0.071,0.057,0.02,0.097,0.025,0.089,0.057,0.066,0.044,0.04,0.042,0.022,0.039,0.062,0.077,0.054,0.007,0.035,-0.003,-0.003,0.013,-0.002,-0.004,0.013
-1,0.079,0.009,0.057,0.115,0.055,0.059,0.018,0.069,0.106,0.097,0.022,0.06,0.033,0.018,0.037,0.042,0.035,0.071,0.011,0.04,-0.003,0.001,-0.002,-0.016,-0.012,0
-1,0.101,0.006,0.063,0.066,0.032,0.075,0.023,0.075,0.072,0.112,0.032,0.037,0.043,0.032,0.037,0.063,0.046,0.052,0.003,0.023,0.002,0.002,0.012,-0.012,-0.012,0.017
-1,0.099,0.01,0.061,0.096,0.038,0.051,0.003,0.068,0.14,0.058,0.027,0.048,0.014,0.044,0.027,0.061,0.038,0.099,0.007,0.007,0,0.01,0.003,-0.012,-0.006,0.006
-1,0.053,0.003,0.053,0.105,0.025,0.053,0.014,0.094,0.103,0.094,0.022,0.047,0.019,0.036,0.042,0.105,0.044,0.047,0.003,0.033,-0.013,-0.001,0.01,-0.002,0,0.011
-1,0.054,0.01,0.058,0.071,0.066,0.046,0.015,0.102,0.114,0.085,0.021,0.077,0.046,0.027,0.029,0.066,0.048,0.042,0.008,0.027,0.002,0.003,-0.003,-0.008,-0.008,0.003
-1,0.064,0,0.059,0.096,0.032,0.046,0.018,0.059,0.137,0.082,0.023,0.05,0.036,0.055,0.059,0.036,0.027,0.064,0,0.023,0.001,0.008,0.001,0.017,0.011,-0.003
-1,0.056,0.007,0.07,0.098,0.042,0.068,0.014,0.07,0.079,0.079,0.021,0.051,0.047,0.028,0.068,0.047,0.04,0.065,0.007,0.037,-0.01,-0.002,0.008,-0.004,0.006,0.007
-1,0.035,0.007,0.057,0.071,0.067,0.057,0.028,0.071,0.099,0.099,0.018,0.06,0.046,0.05,0.032,0.046,0.053,0.06,0.025,0.042,-0.008,-0.01,-0.004,0,0.001,-0.001
-1,0.071,0.004,0.075,0.101,0.045,0.045,0.024,0.073,0.103,0.081,0.026,0.056,0.03,0.015,0.051,0.041,0.045,0.051,0.015,0.049,-0.006,0.007,-0.004,0,-0.004,0.005
-1,0.05,0.004,0.061,0.094,0.069,0.046,0.029,0.086,0.088,0.111,0.025,0.065,0.034,0.034,0.048,0.042,0.052,0.059,0.004,0.031,-0.002,-0.002,-0.001,-0.016,-0.017,0.004
-1,0.065,0.005,0.07,0.079,0.051,0.06,0.016,0.058,0.074,0.091,0.021,0.037,0.037,0.047,0.058,0.054,0.054,0.074,0.002,0.044,0,0,0.006,-0.01,-0.002,0.008
-1,0.074,0.006,0.074,0.1,0.054,0.063,0.015,0.08,0.093,0.071,0.026,0.056,0.028,0.028,0.05,0.043,0.048,0.045,0.013,0.041,-0.004,0.008,0,-0.01,-0.009,0.007
-1,0.077,0.015,0.096,0.046,0.037,0.084,0.022,0.062,0.081,0.068,0.025,0.028,0.046,0.028,0.034,0.034,0.056,0.084,0.019,0.046,-0.002,-0.001,0.013,-0.003,-0.008,0.012
-1,0.086,0.002,0.06,0.095,0.044,0.079,0.022,0.061,0.07,0.09,0.022,0.04,0.035,0.038,0.037,0.055,0.055,0.082,0.009,0.024,-0.005,-0.001,0.01,-0.013,-0.009,0.009
-1,0.055,0.006,0.059,0.087,0.057,0.034,0.015,0.093,0.08,0.11,0.021,0.076,0.028,0.059,0.047,0.055,0.038,0.055,0.006,0.04,-0.005,-0.008,0.004,-0.012,0,-0.002
-1,0.079,0.005,0.06,0.104,0.025,0.044,0.022,0.074,0.085,0.082,0.041,0.058,0.027,0.038,0.052,0.055,0.041,0.06,0.005,0.027,-0.01,-0.004,0.011,0.003,0.005,0.008
-1,0.128,0.01,0.052,0.1,0.028,0.045,0.01,0.083,0.107,0.087,0.021,0.083,0.017,0.031,0.038,0.024,0.028,0.08,0.007,0.028,0.002,0.006,0.002,-0.013,-0.009,0.004
-1,0.065,0.011,0.045,0.128,0.065,0.061,0.02,0.054,0.087,0.096,0.018,0.049,0.031,0.032,0.031,0.049,0.043,0.078,0.013,0.04,0.003,0.01,-0.005,-0.015,-0.008,0.002
-1,0.056,0.006,0.063,0.092,0.038,0.061,0.021,0.073,0.064,0.093,0.025,0.051,0.044,0.05,0.04,0.05,0.05,0.094,0.008,0.038,-0.005,-0.002,0.005,-0.013,-0.005,0.002
-1,0.044,0.018,0.073,0.059,0.085,0.035,0.035,0.085,0.085,0.088,0.032,0.064,0.035,0.05,0.032,0.044,0.056,0.061,0.012,0.029,-0.004,-0.005,0.008,-0.014,-0.012,0.007
-1,0.051,0.013,0.062,0.066,0.049,0.04,0.023,0.119,0.102,0.102,0.019,0.079,0.03,0.036,0.032,0.057,0.047,0.038,0.011,0.049,0,0.002,-0.002,-0.012,-0.01,-0.003
-1,0.095,0,0.066,0.089,0.038,0.065,0.019,0.047,0.069,0.083,0.019,0.041,0.048,0.031,0.037,0.041,0.063,0.081,0.03,0.04,0.001,0.004,0.004,-0.01,-0.01,0.009
-1,0.1,0.005,0.062,0.096,0.02,0.062,0.017,0.069,0.108,0.057,0.03,0.03,0.038,0.042,0.047,0.028,0.051,0.094,0.001,0.018,-0.004,0.006,0.003,0.002,0.01,0.007
-1,0.058,0.001,0.048,0.104,0.04,0.047,0.01,0.098,0.108,0.114,0.009,0.07,0.011,0.057,0.032,0.073,0.051,0.05,0.001,0.015,-0.008,-0.003,0.008,-0.002,0.002,0.008
-1,0.045,0.013,0.05,0.061,0.081,0.05,0.025,0.093,0.111,0.122,0.016,0.065,0.03,0.054,0.039,0.052,0.034,0.038,0.009,0.023,-0.005,0.004,0.004,-0.007,-0.008,0
-1,0.141,0.01,0.052,0.062,0.025,0.102,0.01,0.072,0.084,0.07,0.027,0.042,0.032,0.025,0.03,0.045,0.04,0.077,0.01,0.017,0.002,0.002,0.019,-0.006,-0.004,0.014
-1,0.054,0.014,0.06,0.106,0.047,0.06,0.018,0.059,0.086,0.073,0.03,0.038,0.049,0.021,0.048,0.039,0.052,0.073,0.025,0.057,-0.005,-0.002,0,-0.008,-0.002,0.006
-1,0.07,0.004,0.079,0.084,0.048,0.055,0.033,0.086,0.066,0.066,0.022,0.07,0.035,0.037,0.053,0.051,0.04,0.066,0.011,0.048,-0.007,-0.003,0,-0.012,-0.007,0.002
-1,0.085,0.005,0.08,0.033,0.038,0.066,0.047,0.099,0.038,0.085,0.014,0.057,0.066,0.047,0.028,0.047,0.066,0.066,0.005,0.028,-0.005,-0.004,0.013,-0.011,-0.001,0.008
-1,0.036,0.019,0.052,0.05,0.063,0.038,0.022,0.085,0.121,0.109,0.009,0.089,0.03,0.044,0.025,0.069,0.044,0.052,0.024,0.036,0.002,0.001,-0.002,-0.011,-0.009,0.002
-1,0.087,0.003,0.076,0.069,0.043,0.064,0.023,0.06,0.066,0.088,0.037,0.029,0.046,0.034,0.038,0.055,0.049,0.085,0.017,0.047,-0.003,0.003,0.004,-0.011,-0.01,0.003
-1,0.06,0.005,0.038,0.098,0.038,0.077,0.005,0.087,0.082,0.055,0.033,0.055,0.022,0.06,0.033,0.071,0.06,0.087,0.016,0.044,-0.01,-0.004,-0.003,-0.01,0,0
-1,0.076,0.012,0.094,0.076,0.035,0.094,0.006,0.07,0.111,0.094,0.018,0.023,0.029,0.012,0.023,0.029,0.047,0.111,0,0.047,-0.006,-0.004,0.005,0,-0.009,0.007
-1,0.047,0.006,0.056,0.117,0.05,0.072,0.034,0.085,0.086,0.092,0.03,0.028,0.042,0.023,0.056,0.041,0.038,0.047,0.013,0.044,-0.006,0.006,0.004,-0.011,-0.002,0.001
-1,0.088,0.004,0.08,0.082,0.058,0.064,0.018,0.052,0.05,0.084,0.03,0.038,0.038,0.032,0.05,0.058,0.048,0.054,0.03,0.052,-0.001,-0.005,0.005,-0.006,-0.013,0.006
-1,0.072,0.02,0.064,0.035,0.041,0.11,0.02,0.093,0.061,0.067,0.006,0.069,0.017,0.026,0.014,0.049,0.067,0.078,0.006,0.035,-0.002,-0.002,0.031,0.003,-0.001,0.022
-1,0.049,0.007,0.064,0.064,0.051,0.034,0.017,0.081,0.088,0.14,0.017,0.059,0.024,0.078,0.047,0.064,0.047,0.037,0.012,0.056,-0.004,-0.005,-0.001,-0.018,-0.012,0.004
-1,0.141,0.009,0.088,0.071,0.035,0.044,0.018,0.124,0.079,0.053,0.079,0.035,0.026,0.062,0.035,0.026,0.035,0.079,0,0.009,-0.002,-0.007,0.006,-0.027,-0.026,0.005
-1,0.052,0.011,0.08,0.086,0.071,0.06,0.019,0.067,0.071,0.065,0.028,0.049,0.041,0.034,0.049,0.067,0.052,0.041,0.022,0.032,-0.007,-0.004,0.001,0.004,0.004,0.006
-1,0.107,0.004,0.062,0.096,0.034,0.071,0.02,0.049,0.08,0.096,0.033,0.049,0.024,0.033,0.045,0.044,0.044,0.062,0.005,0.053,-0.008,0.002,0.004,-0.009,-0.002,0.005
-1,0.088,0.009,0.055,0.067,0.037,0.091,0.03,0.07,0.073,0.076,0.018,0.055,0.03,0.027,0.018,0.046,0.046,0.094,0.006,0.037,0.006,0.004,0.011,-0.003,-0.003,0.01
-1,0.051,0.006,0.07,0.058,0.064,0.089,0.019,0.07,0.102,0.083,0.019,0.051,0.038,0.026,0.006,0.051,0.064,0.109,0.006,0,-0.002,-0.002,0.01,-0.004,-0.005,0.019
-1,0.096,0,0.075,0.103,0.034,0.075,0.021,0.075,0.062,0.068,0.014,0.062,0.014,0.041,0.014,0.062,0.041,0.109,0.007,0.007,0,0.011,0.007,-0.009,-0.004,0.016
-1,0.108,0.002,0.08,0.089,0.039,0.056,0.032,0.087,0.078,0.076,0.028,0.063,0.024,0.03,0.039,0.037,0.059,0.052,0.004,0.045,-0.01,-0.003,0.003,-0.011,-0.006,0.001
-1,0.089,0.003,0.082,0.067,0.036,0.066,0.022,0.06,0.082,0.101,0.03,0.042,0.046,0.03,0.031,0.043,0.06,0.064,0.018,0.046,-0.008,-0.002,0.001,-0.01,-0.005,0.006
-1,0.04,0,0.05,0.119,0.01,0.079,0,0.069,0.079,0.069,0.01,0.05,0.02,0.04,0.05,0.03,0.079,0.119,0,0.02,0.022,0.031,0.01,-0.006,0.011,0
-1,0.135,0.008,0.017,0.042,0.017,0.118,0,0.076,0.034,0.067,0.042,0.034,0.034,0.017,0.093,0.059,0.059,0.084,0.008,0,0.016,0.004,0.038,-0.007,-0.01,0.018
-1,0.08,0,0.068,0.056,0.037,0.037,0.025,0.093,0.068,0.074,0.037,0.037,0.031,0.037,0.068,0.086,0.049,0.111,0.006,0.006,-0.009,-0.005,0.019,-0.012,-0.009,0.009
-1,0.068,0.001,0.075,0.071,0.055,0.048,0.024,0.055,0.073,0.114,0.02,0.058,0.031,0.037,0.038,0.061,0.054,0.056,0.021,0.039,-0.005,-0.004,-0.001,0.004,0.004,0.005
-1,0.094,0.006,0.051,0.088,0.015,0.1,0.015,0.069,0.066,0.088,0.015,0.063,0.039,0.021,0.018,0.063,0.042,0.076,0.006,0.027,0.004,0.003,0.02,-0.009,-0.003,0.022
-1,0.085,0.005,0.055,0.089,0.031,0.069,0.013,0.073,0.058,0.089,0.023,0.04,0.035,0.033,0.039,0.064,0.075,0.095,0.005,0.029,-0.003,-0.003,0.007,-0.009,-0.007,0.01
-1,0.058,0.011,0.065,0.046,0.044,0.026,0.022,0.108,0.093,0.119,0.012,0.118,0.025,0.038,0.02,0.06,0.045,0.063,0.004,0.044,-0.005,-0.011,0.001,-0.008,-0.002,0.004
-1,0.042,0.011,0.067,0.097,0.044,0.067,0.034,0.082,0.093,0.103,0.023,0.057,0.044,0.017,0.036,0.057,0.05,0.042,0.011,0.05,-0.004,-0.003,-0.001,-0.008,-0.01,-0.001
-1,0.089,0.007,0.042,0.047,0.042,0.069,0.012,0.054,0.076,0.118,0.03,0.044,0.022,0.064,0.047,0.042,0.064,0.071,0.012,0.03,0.006,0.004,0.007,-0.006,-0.004,0.01
-1,0.075,0.006,0.06,0.108,0.046,0.066,0.025,0.056,0.07,0.099,0.021,0.021,0.048,0.056,0.06,0.041,0.037,0.064,0.012,0.041,-0.004,0.007,-0.005,-0.01,0,-0.001
-1,0.117,0.018,0.045,0.063,0.015,0.129,0.021,0.099,0.075,0.072,0.012,0.048,0.027,0.018,0.021,0.03,0.06,0.06,0.018,0.015,-0.001,-0.009,0.032,-0.005,-0.007,0.025
-1,0.044,0.015,0.088,0.044,0.039,0.128,0.01,0.069,0.069,0.088,0.025,0.059,0.015,0.029,0.049,0.059,0.039,0.064,0.01,0.029,-0.001,-0.002,0.022,-0.001,0,0.012
-1,0.046,0.006,0.063,0.097,0.059,0.055,0.019,0.074,0.103,0.101,0.023,0.044,0.042,0.023,0.057,0.036,0.08,0.05,0.004,0.044,-0.006,-0.003,-0.004,-0.011,-0.013,0.01
-1,0.061,0.007,0.094,0.058,0.061,0.056,0.02,0.054,0.092,0.079,0.029,0.074,0.04,0.038,0.034,0.058,0.04,0.063,0.02,0.029,0.001,0.004,0.006,-0.014,-0.001,-0.002
-1,0.08,0.005,0.062,0.092,0.046,0.061,0.02,0.059,0.058,0.082,0.017,0.037,0.041,0.037,0.046,0.06,0.061,0.085,0.025,0.04,0,-0.002,-0.001,-0.008,-0.008,0.006
-1,0.045,0.018,0.072,0.036,0.072,0.042,0.024,0.084,0.087,0.111,0.021,0.081,0.024,0.039,0.03,0.078,0.093,0.03,0.015,0.021,-0.01,-0.012,0.007,-0.011,-0.007,0.009
-1,0.066,0.011,0.066,0.083,0.044,0.044,0.022,0.088,0.133,0.061,0.044,0.044,0.033,0.039,0.083,0.033,0.011,0.066,0,0.022,-0.012,0.005,0.001,0.004,0.011,-0.004
-1,0.049,0.024,0.054,0.051,0.049,0.073,0.024,0.078,0.07,0.103,0.011,0.073,0.032,0.049,0.027,0.081,0.051,0.087,0.014,0.035,-0.001,-0.007,-0.004,-0.019,-0.008,0.003
-1,0.049,0.016,0.052,0.084,0.04,0.07,0,0.091,0.068,0.115,0.028,0.068,0.035,0.035,0.052,0.052,0.063,0.061,0,0.042,-0.008,-0.006,0.006,-0.009,-0.007,0.002
-1,0.066,0.006,0.05,0.088,0.044,0.05,0.006,0.088,0.149,0.055,0.028,0.066,0.033,0.033,0.044,0.039,0.017,0.094,0,0.011,-0.004,0.007,0.002,0.015,0.011,0.004
-1,0.061,0.009,0.067,0.08,0.043,0.055,0.018,0.055,0.089,0.107,0.034,0.034,0.037,0.037,0.043,0.052,0.052,0.089,0.006,0.034,0.001,0.006,0.001,-0.007,-0.001,-0.002
-1,0.014,0,0.068,0.055,0.014,0.096,0.027,0.082,0.068,0.096,0.055,0.068,0.027,0.027,0.082,0.041,0.068,0.096,0,0.027,-0.045,-0.029,0.004,0.039,0.017,0.004
-1,0.093,0,0.06,0.099,0.048,0.058,0.024,0.061,0.076,0.102,0.022,0.045,0.036,0.043,0.04,0.06,0.042,0.07,0.009,0.027,-0.005,0.002,0.002,-0.012,-0.009,0.003
-1,0.043,0.004,0.085,0.079,0.041,0.063,0.025,0.059,0.072,0.063,0.041,0.052,0.041,0.043,0.05,0.061,0.032,0.059,0.031,0.063,0.005,0.001,0,-0.006,-0.009,0
-1,0.056,0.012,0.067,0.091,0.046,0.079,0.021,0.049,0.065,0.086,0.04,0.04,0.037,0.051,0.056,0.053,0.049,0.058,0.002,0.04,-0.004,-0.004,0.004,-0.004,0,0.012
-1,0.071,0.009,0.047,0.071,0.03,0.062,0.012,0.071,0.1,0.094,0.027,0.074,0.041,0.041,0.032,0.05,0.047,0.062,0.006,0.05,0.007,0.011,0.006,-0.012,-0.006,-0.002
-1,0.067,0.006,0.061,0.102,0.049,0.061,0.022,0.061,0.079,0.092,0.026,0.043,0.047,0.037,0.045,0.053,0.037,0.067,0.014,0.031,0.001,0.005,-0.004,-0.005,0.004,-0.001
-1,0.103,0.03,0.118,0.089,0.015,0.074,0.03,0.03,0.089,0.044,0.03,0.015,0,0.059,0,0.074,0.03,0.177,0,0.015,-0.034,-0.023,0.008,0.011,0.004,0.015
-1,0.037,0.005,0.063,0.096,0.051,0.075,0.012,0.112,0.1,0.089,0.014,0.061,0.03,0.028,0.047,0.056,0.044,0.058,0,0.047,-0.011,-0.004,0.006,-0.013,-0.005,0.002
-1,0.077,0.005,0.063,0.096,0.042,0.086,0.02,0.052,0.069,0.076,0.027,0.05,0.03,0.035,0.042,0.049,0.051,0.096,0.009,0.025,-0.003,0.003,0.01,-0.012,-0.011,0.012
-1,0.094,0.005,0.073,0.089,0.066,0.06,0.023,0.055,0.069,0.066,0.023,0.06,0.025,0.037,0.046,0.055,0.055,0.073,0.016,0.037,-0.012,-0.006,0.005,-0.015,-0.005,0.005
-1,0.015,0,0.045,0.09,0.03,0.075,0.045,0.135,0.135,0.105,0.03,0.045,0.03,0,0.06,0.06,0.03,0.09,0,0.03,-0.04,-0.031,0.003,0.008,0.004,0.008
-1,0.055,0.006,0.055,0.099,0.039,0.061,0.006,0.088,0.11,0.083,0.028,0.066,0.017,0.033,0.033,0.055,0.061,0.105,0.006,0.033,-0.014,-0.005,-0.006,-0.007,0,-0.004
-1,0.071,0.016,0.052,0.071,0.016,0.074,0.016,0.08,0.091,0.074,0.03,0.03,0.052,0.025,0.041,0.063,0.052,0.107,0,0.016,0,0.005,0.017,-0.011,-0.007,0.015
-1,0.051,0.009,0.098,0.075,0.028,0.084,0.009,0.079,0.07,0.107,0.028,0.042,0.047,0.051,0.051,0.051,0.042,0.061,0,0.028,-0.005,0.007,0,-0.014,-0.01,0.011
-1,0.077,0.017,0.049,0.054,0.032,0.073,0.015,0.094,0.084,0.079,0.019,0.06,0.026,0.047,0.017,0.043,0.062,0.09,0.002,0.039,0.008,-0.003,0.01,-0.003,-0.001,0.009
-1,0.072,0.008,0.069,0.09,0.042,0.061,0.026,0.057,0.074,0.08,0.021,0.038,0.047,0.032,0.049,0.058,0.05,0.076,0.02,0.038,0,0.002,-0.002,-0.008,-0.005,0.004
-1,0.076,0.003,0.067,0.108,0.032,0.06,0.029,0.057,0.067,0.073,0.025,0.022,0.057,0.038,0.038,0.048,0.044,0.07,0.013,0.057,0.008,0.012,0,0.001,-0.009,0.006
-1,0.045,0.003,0.055,0.055,0.062,0.045,0.024,0.059,0.09,0.11,0.01,0.066,0.041,0.048,0.028,0.055,0.048,0.069,0.021,0.055,0.004,-0.001,-0.006,0.004,0.005,0.005
-1,0.056,0.013,0.057,0.109,0.04,0.086,0.018,0.095,0.107,0.084,0.017,0.051,0.022,0.023,0.04,0.054,0.041,0.065,0.006,0.024,-0.009,0.006,0.007,-0.014,-0.007,0.007
-1,0.113,0.005,0.073,0.091,0.066,0.075,0.039,0.034,0.066,0.1,0.029,0.041,0.027,0.018,0.045,0.029,0.061,0.041,0.011,0.052,-0.01,-0.008,0.004,-0.005,0.001,0.002
-1,0.072,0.013,0.059,0.081,0.085,0.064,0.042,0.072,0.051,0.106,0.025,0.021,0.064,0.076,0.042,0.059,0.03,0.034,0.008,0.017,0.001,0.005,-0.001,-0.015,-0.006,-0.005
-1,0.052,0,0.063,0.032,0.04,0.046,0.014,0.055,0.121,0.153,0.035,0.072,0.026,0.063,0.023,0.049,0.066,0.061,0,0.029,0.004,0.001,0.004,-0.004,-0.005,0.001
-1,0.071,0.011,0.048,0.079,0.02,0.062,0.017,0.071,0.079,0.102,0.034,0.017,0.065,0.02,0.048,0.071,0.06,0.094,0,0.011,0.008,0.005,0.014,-0.01,-0.005,0.007
-1,0.051,0.008,0.089,0.043,0.051,0.076,0.016,0.108,0.092,0.076,0.022,0.07,0.03,0.032,0.032,0.086,0.043,0.054,0.005,0.03,-0.005,-0.005,0.001,-0.01,-0.006,0.009
-1,0.123,0.005,0.044,0.074,0.034,0.044,0.02,0.054,0.074,0.103,0.015,0.049,0.029,0.064,0.02,0.079,0.049,0.059,0.015,0.034,0,0.002,0.003,0.004,-0.006,0.01
-1,0.056,0,0.054,0.096,0.032,0.064,0.039,0.059,0.101,0.115,0.039,0.034,0.037,0.052,0.042,0.044,0.049,0.069,0.005,0.025,-0.006,0.001,0.007,-0.009,-0.006,0.001
-1,0.137,0.012,0.054,0.056,0.024,0.112,0.015,0.049,0.051,0.078,0.034,0.032,0.034,0.032,0.049,0.046,0.034,0.088,0.01,0.012,0.004,0.005,0.021,-0.005,-0.002,0.018
-1,0.054,0.012,0.05,0.081,0.068,0.039,0.027,0.074,0.093,0.114,0.021,0.058,0.033,0.058,0.039,0.048,0.06,0.058,0.004,0.023,-0.002,-0.003,0.001,-0.004,-0.011,0.006
-1,0.11,0,0.05,0.088,0.043,0.052,0.023,0.076,0.077,0.099,0.016,0.056,0.032,0.043,0.041,0.052,0.041,0.058,0.013,0.041,0.002,0.001,-0.005,-0.013,-0.009,0.011
-1,0.011,0,0.043,0.076,0.032,0.054,0.032,0.087,0.152,0.076,0.054,0.054,0.022,0.032,0.032,0.043,0.065,0.065,0,0.043,-0.002,-0.002,0.002,0.018,0.017,-0.008
-1,0.077,0,0.071,0.083,0.046,0.06,0.024,0.073,0.091,0.075,0.038,0.034,0.044,0.042,0.052,0.046,0.048,0.046,0.014,0.034,0,0.004,-0.006,-0.003,0.006,-0.001
-1,0.058,0.006,0.072,0.114,0.028,0.061,0.028,0.053,0.064,0.1,0.033,0.044,0.025,0.047,0.067,0.067,0.055,0.05,0.011,0.033,-0.016,-0.01,-0.006,0.003,0.008,0.006
-1,0.102,0.008,0.063,0.073,0.026,0.071,0.021,0.058,0.05,0.089,0.024,0.031,0.037,0.016,0.06,0.078,0.05,0.073,0.005,0.026,0.012,0.005,0.026,-0.006,-0.01,0.013
-1,0.058,0.004,0.069,0.066,0.058,0.062,0.015,0.08,0.08,0.084,0.025,0.066,0.04,0.062,0.036,0.029,0.051,0.055,0.022,0.055,0.002,-0.004,0.002,-0.011,-0.002,-0.003
-1,0.16,0,0.057,0.034,0.023,0.057,0.011,0.148,0.091,0.046,0.046,0.057,0.011,0.068,0.011,0.068,0.08,0.034,0,0,-0.008,0,0.005,-0.001,-0.001,0
-1,0.033,0.011,0.064,0.064,0.056,0.03,0.021,0.1,0.105,0.114,0.021,0.092,0.029,0.034,0.028,0.044,0.057,0.046,0.023,0.047,-0.001,0,0,-0.009,-0.012,0.002
